x,y,z,Fx,Fy,Fz,F_total
-0.30624999999999997,-0.30624999999999997,65.588,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,65.8005,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,66.01299999999999,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,66.2255,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,66.43799999999999,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,66.6505,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,66.863,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,67.07549999999999,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,67.288,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,67.5005,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,67.713,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,67.9255,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,68.138,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,68.3505,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,68.563,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,68.7755,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.30624999999999997,68.988,0.022873651492238717,0.0018474631143208936,0.0,0.02294813832421207
-0.30624999999999997,-0.29624999999999996,65.588,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,65.8005,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,66.01299999999999,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,66.2255,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,66.43799999999999,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,66.6505,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,66.863,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,67.07549999999999,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,67.288,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,67.5005,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,67.713,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,67.9255,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,68.138,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,68.3505,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,68.563,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,68.7755,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.29624999999999996,68.988,0.02364842131359395,0.0011949824819572688,0.0,0.02367859399874556
-0.30624999999999997,-0.28625,65.588,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,65.8005,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,66.01299999999999,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,66.2255,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,66.43799999999999,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,66.6505,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,66.863,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,67.07549999999999,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,67.288,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,67.5005,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,67.713,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,67.9255,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,68.138,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,68.3505,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,68.563,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,68.7755,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.28625,68.988,0.024419145871438987,0.00048183744824835,0.0,0.024423899205842422
-0.30624999999999997,-0.27625000000000005,65.588,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,65.8005,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,66.01299999999999,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,66.2255,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,66.43799999999999,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,66.6505,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,66.863,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,67.07549999999999,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,67.288,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,67.5005,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,67.713,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,67.9255,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,68.138,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,68.3505,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,68.563,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,68.7755,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.27625000000000005,68.988,0.025180935926423398,-0.00029179737111479373,0.0,0.02518262654761076
-0.30624999999999997,-0.26625000000000004,65.588,0.025929178714040924,-0.0011244231914503374,0.0,0.025953547663048773
-0.30624999999999997,-0.26625000000000004,65.8005,0.025929178714040924,-0.0011244231914503374,0.0,0.025953547663048773
-0.30624999999999997,-0.26625000000000004,66.01299999999999,0.025929178714040924,-0.0011244231914503374,0.0,0.025953547663048773
-0.30624999999999997,-0.26625000000000004,66.2255,0.025929178714040924,-0.0011244231914503374,0.0,0.025953547663048773
-0.30624999999999997,-0.26625000000000004,66.43799999999999,0.025929178714040924,-0.0011244231914503374,0.0,0.025953547663048773
-0.30624999999999997,-0.26625000000000004,66.6505,0.025929178714040924,-0.0011244231914503374,0.0,0.025953547663048773
-0.30624999999999997,-0.26625000000000004,66.863,0.025929178714040924,-0.0011244231914503374,0.0,0.025953547663048773
-0.30624999999999997,-0.26625000000000004,67.07549999999999,0.025929178714040924,-0.0011244231914503374,0.0,0.025953547663048773
